sku,has_packaging,category,unit_weight_grams,packaging_type
alias-39766,yes,plastic,0.2,skinpack
alias-39766,yes,plastic,4.0,skinpack
alias-17604,yes,plastic,16.0,skinpack
alias-17604,yes,plastic,3.0,skinpack
alias-45614,yes,plastic,16.5,skinpack
alias-45614,yes,mixed,1.0,label
alias-45247,yes,plastic,16.0,skinpack
alias-45247,yes,plastic,3.0,skinpack
alias-44272,yes,plastic,3.0,skinpack
alias-44272,yes,plastic,16.0,skinpack
alias-99392,yes,plastic,16.0,skinpack
alias-99392,yes,plastic,3.0,skinpack
alias-62170,yes,plastic,3.0,skinpack
alias-62170,yes,plastic,16.0,skinpack
alias-86221,yes,paper,1.0,label
alias-86221,yes,plastic,7.0,thermoform
alias-25964,yes,plastic,3.0,skinpack
alias-25964,yes,plastic,16.0,skinpack
alias-84228,yes,plastic,3.0,skinpack
alias-84228,yes,plastic,16.0,skinpack
alias-91203,yes,plastic,3.0,skinpack
alias-91203,yes,plastic,16.0,skinpack
alias-25523,yes,plastic,3.0,skinpack
alias-25523,yes,plastic,16.0,skinpack
alias-24879,yes,plastic,3.0,skinpack
alias-24879,yes,plastic,16.0,skinpack
alias-23791,yes,plastic,17.0,skinpack
alias-23791,yes,paper,1.0,label
alias-77840,yes,paper,1.0,label
alias-77840,yes,plastic,17.0,skinpack
alias-58051,yes,plastic,16.5,skinpack
alias-58051,yes,mixed,1.0,label
alias-47801,yes,plastic,16.5,skinpack
alias-47801,yes,mixed,1.0,label
alias-38550,yes,mixed,17.0,skinpack
alias-36171,yes,plastic,17.0,skinpack
alias-90037,yes,mixed,2.5,flowpack
alias-44208,yes,mixed,2.1,flowpack
alias-61523,yes,mixed,2.5,flowpack
alias-27635,yes,mixed,0.54,flowpack
alias-16469,yes,mixed,0.6,flowpack
alias-23848,yes,paper,1.0,flowpack
alias-81367,yes,mixed,1.2,flowpack
alias-32746,yes,mixed,0.6,flowpack
alias-47363,yes,mixed,0.6,flowpack
alias-74965,yes,mixed,0.6,flowpack
alias-75990,yes,mixed,0.54,flowpack
alias-79812,yes,mixed,0.54,flowpack
alias-99442,yes,mixed,0.6,flowpack
alias-84212,yes,mixed,0.6,flowpack
alias-58361,yes,paper,0.485,flowpack
alias-29227,yes,mixed,1.2,flowpack
alias-69896,yes,mixed,1.2,flowpack
alias-39973,yes,mixed,1.2,flowpack
alias-97621,yes,mixed,1.2,flowpack
alias-25318,yes,mixed,0.54,flowpack
alias-24245,yes,mixed,0.54,flowpack
alias-24515,yes,mixed,0.54,flowpack
alias-12415,yes,mixed,0.69,flowpack
alias-78963,yes,mixed,1.2,flowpack
alias-17874,yes,mixed,1.2,flowpack
alias-58225,yes,mixed,1.2,flowpack
alias-70143,yes,mixed,0.6,flowpack
alias-67536,yes,mixed,1.2,flowpack
alias-51967,yes,mixed,1.2,flowpack
alias-48985,yes,mixed,1.2,flowpack
alias-94606,yes,mixed,0.54,flowpack
alias-45013,yes,mixed,0.54,flowpack
alias-23345,yes,mixed,0.6,flowpack
alias-23897,yes,paper,0.485,flowpack
alias-59393,yes,mixed,0.6,flowpack
alias-49902,yes,mixed,0.54,flowpack
alias-33641,yes,mixed,0.54,flowpack
alias-21522,yes,mixed,0.69,flowpack
alias-33262,yes,mixed,0.54,flowpack
alias-25599,yes,mixed,0.54,flowpack
alias-48642,yes,mixed,0.6,flowpack
alias-77972,yes,mixed,0.6,flowpack
alias-49176,yes,mixed,0.54,flowpack
alias-36173,yes,mixed,0.54,flowpack
alias-33551,yes,mixed,0.69,flowpack
alias-90162,yes,mixed,0.54,flowpack
alias-56491,yes,paper,0.485,flowpack
alias-18423,yes,mixed,0.54,flowpack
alias-80856,yes,mixed,0.54,flowpack
alias-26838,yes,mixed,0.6,flowpack
alias-29418,yes,mixed,0.54,flowpack
alias-76337,yes,mixed,0.54,flowpack
alias-83166,yes,mixed,0.6,flowpack
alias-98124,yes,mixed,3.53,flowpack
alias-55650,yes,mixed,0.54,flowpack
alias-74774,yes,mixed,0.54,flowpack
alias-68414,yes,mixed,0.69,flowpack
alias-10002,yes,mixed,0.69,flowpack
alias-59776,yes,mixed,2.5,flowpack
alias-83548,yes,mixed,0.54,flowpack
alias-95673,yes,mixed,0.54,flowpack
alias-50922,yes,mixed,0.54,flowpack
alias-29768,yes,mixed,0.58,flowpack
alias-98327,yes,mixed,0.54,flowpack
alias-10531,yes,mixed,0.54,flowpack
alias-36631,yes,mixed,0.69,flowpack
alias-35984,yes,mixed,0.69,flowpack
alias-27273,yes,mixed,0.54,flowpack
alias-13839,yes,mixed,0.54,flowpack
alias-42414,yes,mixed,0.69,flowpack
alias-75122,yes,mixed,0.6,flowpack
alias-72467,yes,mixed,0.54,flowpack
alias-85015,yes,mixed,0.6,flowpack
alias-41369,yes,mixed,0.54,flowpack
alias-67391,yes,mixed,0.54,flowpack
alias-50326,yes,mixed,0.54,flowpack
alias-43070,yes,mixed,0.54,flowpack
alias-24409,yes,mixed,0.54,flowpack
alias-37156,yes,mixed,0.54,flowpack
alias-83421,yes,mixed,0.54,flowpack
alias-48131,yes,mixed,0.54,flowpack
alias-78867,yes,mixed,0.69,flowpack
alias-35280,yes,mixed,0.6,flowpack
alias-27998,yes,mixed,0.6,flowpack
alias-35058,yes,mixed,0.6,flowpack
alias-89773,yes,mixed,0.6,flowpack
alias-78386,yes,mixed,0.6,flowpack
alias-37969,yes,mixed,0.6,flowpack
alias-59438,yes,mixed,0.6,flowpack
alias-55053,yes,mixed,0.6,flowpack
alias-64300,yes,mixed,0.6,flowpack
alias-11919,yes,mixed,0.54,flowpack
alias-54821,yes,mixed,0.54,flowpack
alias-70060,yes,mixed,0.54,flowpack
alias-47577,yes,mixed,0.69,flowpack
alias-37572,yes,mixed,0.54,flowpack
alias-95594,yes,mixed,0.6,flowpack
alias-61413,yes,mixed,0.54,flowpack
alias-48509,yes,mixed,0.69,flowpack
alias-11592,yes,mixed,1.2,flowpack
alias-71924,yes,mixed,1.2,flowpack
alias-94809,yes,mixed,1.2,flowpack
alias-44794,yes,mixed,1.2,flowpack
alias-36281,yes,mixed,0.69,flowpack
alias-84315,yes,mixed,2.12,flowpack
alias-96859,yes,mixed,2.12,flowpack
alias-18832,yes,mixed,0.54,flowpack
alias-44885,yes,mixed,2.12,flowpack
alias-66155,yes,mixed,2.12,flowpack
alias-95281,yes,mixed,0.54,flowpack
alias-60848,yes,mixed,2.12,flowpack
alias-50693,yes,mixed,0.69,flowpack
alias-73514,yes,mixed,2.12,flowpack
alias-28837,yes,mixed,2.5,flowpack
alias-20976,yes,mixed,2.5,flowpack
alias-31820,yes,mixed,2.5,flowpack
alias-94348,yes,mixed,2.12,flowpack
alias-36260,yes,mixed,2.5,flowpack
alias-77714,yes,mixed,0.69,flowpack
alias-51904,yes,mixed,2.12,flowpack
alias-73459,yes,mixed,2.5,flowpack
alias-97164,yes,mixed,0.69,flowpack
alias-49168,yes,mixed,2.12,flowpack
alias-99269,yes,mixed,0.54,flowpack
alias-92214,yes,mixed,1.58,flowpack
alias-30850,yes,mixed,2.5,flowpack
alias-74339,yes,mixed,0.69,flowpack
alias-39304,yes,mixed,2.12,flowpack
alias-97314,yes,mixed,2.5,flowpack
alias-77133,yes,mixed,0.58,flowpack
alias-22233,yes,mixed,2.5,flowpack
alias-90483,yes,mixed,0.58,flowpack
alias-43032,yes,mixed,2.12,flowpack
alias-67136,yes,mixed,2.12,flowpack
alias-95705,yes,mixed,0.69,flowpack
alias-36842,yes,mixed,2.12,flowpack
alias-77872,yes,mixed,2.12,flowpack
alias-94666,yes,mixed,2.12,flowpack
alias-34054,yes,mixed,2.12,flowpack
alias-89751,yes,mixed,2.12,flowpack
alias-57252,yes,mixed,2.5,flowpack
alias-44545,yes,paper,1.386,flowpack
alias-56415,yes,paper,1.386,flowpack
alias-79514,yes,mixed,0.69,flowpack
alias-84125,yes,mixed,2.6,flowpack
alias-83842,yes,mixed,2.5,flowpack
alias-14940,yes,paper,1.386,flowpack
alias-45857,yes,mixed,0.58,flowpack
alias-36096,yes,mixed,2.12,flowpack
alias-43904,yes,mixed,2.5,flowpack
alias-25949,yes,mixed,2.12,flowpack
alias-49079,yes,mixed,0.6,flowpack
alias-93779,yes,mixed,0.54,flowpack
alias-74231,yes,mixed,2.12,flowpack
alias-36336,yes,mixed,2.5,flowpack
alias-44104,yes,mixed,0.6,flowpack
alias-10878,yes,mixed,0.54,flowpack
alias-35209,yes,mixed,0.54,flowpack
alias-43924,yes,mixed,0.69,flowpack
alias-36071,yes,mixed,2.5,flowpack
alias-51257,yes,mixed,2.5,flowpack
alias-32181,yes,mixed,2.12,flowpack
alias-92880,yes,mixed,2.5,flowpack
alias-33013,yes,mixed,2.12,flowpack
alias-74406,yes,mixed,2.12,flowpack
alias-67089,yes,mixed,2.12,flowpack
alias-67908,yes,mixed,2.12,flowpack
alias-66351,yes,mixed,1.2,flowpack
alias-55168,yes,mixed,2.6,flowpack
alias-19058,yes,mixed,0.69,flowpack
alias-48793,yes,mixed,0.69,flowpack
alias-48567,yes,mixed,0.6,flowpack
alias-24707,yes,mixed,0.69,flowpack
alias-49587,yes,mixed,0.69,flowpack
alias-72199,yes,mixed,0.69,flowpack
alias-21243,yes,mixed,1.2,flowpack
alias-31678,yes,mixed,0.6,flowpack
alias-70572,yes,mixed,0.6,flowpack
alias-56197,yes,mixed,0.6,flowpack
alias-46973,yes,mixed,0.6,flowpack
alias-20739,yes,mixed,1.2,flowpack
alias-81744,yes,paper,0.485,flowpack
alias-36679,yes,mixed,1.2,flowpack
alias-28648,yes,mixed,1.2,flowpack
alias-86690,yes,mixed,0.6,flowpack
alias-19635,yes,mixed,0.54,flowpack
alias-77705,yes,mixed,0.69,flowpack
alias-96096,yes,mixed,0.69,flowpack
alias-71943,yes,mixed,2.12,flowpack
alias-26480,yes,mixed,0.54,flowpack
alias-36947,yes,mixed,0.54,flowpack
alias-74783,yes,mixed,0.54,flowpack
alias-33886,yes,mixed,2.12,flowpack
alias-39965,yes,mixed,1.2,flowpack
alias-56318,yes,mixed,0.54,flowpack
alias-13597,yes,mixed,0.54,flowpack
alias-46538,yes,mixed,0.6,flowpack
alias-52915,yes,mixed,0.6,flowpack
alias-88012,yes,mixed,2.58,flowpack
alias-93938,yes,mixed,2.6,flowpack
alias-30748,yes,mixed,1.2,flowpack
alias-27457,yes,mixed,1.2,flowpack
alias-71038,yes,mixed,1.2,flowpack
alias-74165,yes,mixed,1.2,flowpack
alias-75417,yes,mixed,3.6,flowpack
alias-91245,yes,mixed,0.54,flowpack
alias-80641,yes,mixed,0.69,flowpack
alias-63266,yes,mixed,0.69,flowpack
alias-66135,yes,mixed,1.2,flowpack
alias-66095,yes,mixed,1.2,flowpack
alias-81711,yes,mixed,1.2,flowpack
alias-47553,yes,paper,1.0,flowpack
alias-92752,yes,paper,1.5,
alias-43036,yes,paper,1.5,
alias-80154,yes,paper,1.5,
alias-35855,yes,paper,1.5,
alias-13615,yes,paper,1.5,
alias-94869,yes,paper,1.5,
alias-79560,yes,paper,1.5,
alias-43892,yes,paper,1.5,
alias-52976,yes,paper,1.5,
alias-37913,yes,paper,1.5,
alias-93605,yes,paper,1.5,
alias-62529,yes,paper,1.5,
alias-37399,yes,paper,1.5,
alias-28240,yes,paper,1.5,
alias-79028,yes,paper,1.5,
alias-84426,yes,paper,1.5,
alias-18148,yes,paper,1.5,
alias-77984,yes,plastic,13.0,
alias-90126,yes,paper,49.81,
alias-71357,no,,,
alias-86555,yes,paper,49.81,
alias-94999,yes,paper,1.5,
alias-58299,no,,,
alias-58908,no,,,
alias-14144,yes,paper,1.7,
alias-22519,yes,paper,1.7,
alias-77578,yes,paper,1.5,
alias-20660,yes,plastic,13.0,
alias-29404,yes,plastic,13.0,
alias-31569,yes,paper,1.7,
alias-99744,yes,paper,,
alias-37009,yes,paper,49.81,
alias-30914,yes,paper,1.7,
alias-36404,yes,paper,1.7,
alias-32993,no,,,
alias-28744,yes,plastic,6.0,
alias-66298,yes,paper,49.81,
alias-87195,yes,paper,49.81,
alias-84414,yes,paper,,
alias-81935,yes,paper,1.15,
alias-64920,yes,plastic,5.1,
alias-42814,yes,plastic,0.5,
alias-23409,yes,plastic,12.0,
alias-23409,yes,paper,0.6,
alias-19069,yes,plastic,12.6,
alias-24051,yes,plastic,26.0,
alias-24051,yes,paper,0.6,
alias-91192,yes,plastic,8.0,
alias-91192,yes,paper,0.6,
alias-22196,yes,plastic,20.0,
alias-22196,yes,paper,2.0,
alias-92680,yes,plastic,20.0,
alias-92680,yes,paper,2.0,
alias-39285,yes,plastic,10.0,
alias-39285,yes,paper,2.0,
alias-29572,yes,plastic,5.8,
alias-29572,yes,paper,3.8,
alias-43990,yes,plastic,15.0,
alias-43990,yes,paper,2.0,
alias-50364,yes,plastic,20.0,flowpack
alias-47857,yes,tetrapak,11.96,
alias-47857,yes,plastic,0.9,
alias-76592,yes,plastic,4.1,flowpack
alias-39198,no,(Leer),,
alias-77376,no,(Leer),,
alias-29715,yes,plastic,10.0,
alias-38258,yes,mixed,8.3,
alias-38258,yes,plastic,5.4,
alias-68968,yes,mixed,8.3,
alias-68968,yes,plastic,5.4,
alias-42990,yes,mixed,2.2,
alias-42990,yes,paper,0.3,
alias-94596,yes,plastic,12.0,
alias-84765,yes,plastic,14.0,
alias-84765,yes,plastic,4.0,
alias-77123,yes,plastic,4.1,
alias-77123,yes,paper,8.4,
alias-58111,yes,plastic,6.0,
alias-66469,yes,tetrapak,8.8,
alias-66469,yes,plastic,3.1,
alias-84530,yes,plastic,2.13,
alias-71387,yes,mixed,2.78,Alu Folienverbund
alias-98736,yes,tetrapak,11.96,
alias-98736,yes,plastic,0.9,
alias-95866,yes,plastic,7.5,
alias-11143,yes,plastic,14.5,
alias-92638,yes,plastic,2.4,
alias-21740,yes,plastic,2.4,
alias-57425,yes,plastic,2.4,
alias-63644,yes,plastic,6.3,
alias-41025,yes,plastic,12.5,
alias-61690,yes,plastic,60.9,
alias-61690,yes,paper,1.1,
alias-17333,yes,paper,1.1,
alias-17333,yes,plastic,40.6,
alias-37664,yes,paper,1.1,
alias-37664,yes,plastic,41.0,
alias-17725,yes,paper,1.1,
alias-17725,yes,plastic,81.2,
alias-59166,no,(Leer),,
alias-42063,yes,plastic,29.0,
alias-31865,yes,plastic,14.0,
alias-26393,yes,plastic,18.0,
alias-73783,yes,plastic,18.0,
alias-49673,yes,mixed,7.0,sachet
alias-11689,yes,paper,1.386,
alias-89339,yes,paper,1.806,
alias-87973,yes,paper,1.806,
alias-90963,yes,plastic,15.0,
alias-96967,yes,paper,110.0,
alias-96967,yes,plastic,5.0,
alias-96967,yes,plastic,5.0,
alias-90422,yes,plastic,25.0,
alias-84572,yes,plastic,8.0,
alias-54921,yes,plastic,29.0,
alias-11544,yes,paper,110.0,
alias-11544,yes,plastic,5.0,
alias-11544,yes,plastic,5.0,
alias-20848,yes,plastic,18.0,
alias-28501,yes,plastic,25.0,
alias-45516,yes,plastic,29.0,
alias-19911,yes,plastic,18.0,
alias-56740,yes,plastic,18.0,
alias-31011,yes,plastic,26.0,
alias-32337,yes,plastic,24.0,
alias-90939,yes,plastic,26.0,
alias-36257,yes,paper,1.1,
alias-36257,yes,plastic,13.2,
alias-36257,yes,paper,1.1,
alias-49084,yes,plastic,10.0,
alias-22577,yes,paper,1.1,
alias-22577,yes,plastic,15.6,
alias-22577,yes,paper,1.1,
alias-65422,yes,paper,1.1,
alias-65422,yes,plastic,17.2,
alias-65422,yes,paper,1.1,
alias-96301,yes,paper,1.1,
alias-96301,yes,plastic,13.2,
alias-90663,yes,plastic,14.0,
alias-82690,yes,paper,1.1,
alias-82690,yes,plastic,15.6,
alias-63084,yes,plastic,18.0,
alias-57789,yes,paper,1.1,
alias-57789,yes,plastic,17.2,
alias-86802,yes,plastic,22.0,
alias-32443,no,(Leer),,
alias-73296,yes,plastic,6.21,
alias-98551,no,(Leer),,
alias-85115,yes,plastic,6.76,
alias-37434,yes,plastic,6.76,
alias-49030,yes,plastic,6.76,
alias-61472,no,no packaging,,
alias-61472,no,no packaging,,
alias-86740,no,no packaging,,
alias-17273,yes,plastic,14.4,
alias-95279,yes,paper,2.0,
alias-95279,yes,plastic,30.4,
alias-85537,yes,plastic,14.4,
alias-50424,yes,paper,2.0,
alias-50424,yes,plastic,30.4,
alias-50424,yes,paper,2.0,
alias-50424,yes,plastic,5.0,
alias-88986,yes,plastic,14.4,
alias-79982,no,no packaging,,
alias-11699,yes,plastic,14.0,
alias-64732,yes,paper,4.0,
alias-64732,yes,plastic,1.0,
alias-96628,yes,paper,4.0,
alias-96628,yes,plastic,1.0,
alias-20413,yes,paper,21.8,
alias-20413,yes,plastic,3.0,
alias-13478,yes,paper,4.0,
alias-13478,yes,plastic,1.0,
alias-19485,no,no packaging,,
alias-88052,no,(Leer),,
alias-74022,no,(Leer),,
alias-74022,no,(Leer),,
alias-55176,no,(Leer),,
alias-55176,no,(Leer),,
alias-23264,yes,mixed,0.5,
alias-23264,yes,plastic,1.0,
alias-24223,yes,plastic,2.0,
alias-24223,yes,mixed,0.5,
alias-24223,yes,paper,7.0,
alias-84447,no,(Leer),,
alias-26487,no,(Leer),,
alias-18080,no,(Leer),,
alias-90508,no,(Leer),,
alias-51152,yes,plastic,0.15,
alias-63505,no,(Leer),,
alias-79243,no,(Leer),,
alias-60685,yes,plastic,2.0,
alias-58869,yes,plastic,2.0,
alias-92143,yes,plastic,1.0,
alias-34690,yes,plastic,1.0,
alias-89619,no,(Leer),,
alias-88356,no,no packaging,,
alias-42847,yes,plastic,0.15,
alias-84973,yes,plastic,0.15,
alias-67916,no,(Leer),,
alias-99036,no,(Leer),,
alias-93345,no,(Leer),,
alias-41516,yes,plastic,22.1,
alias-98579,yes,plastic,27.2,
alias-31968,yes,plastic,4.0,
alias-67673,yes,plastic,4.0,
alias-17776,yes,plastic,8.0,
alias-42977,yes,plastic,9.55,
alias-57887,yes,plastic,11.21,
alias-22018,yes,plastic,6.0,
alias-60203,yes,plastic,10.0,
alias-52959,yes,plastic,14.0,
alias-22159,yes,mixed,10.0,
alias-13689,yes,mixed,10.0,
alias-66500,yes,mixed,10.0,
alias-21383,yes,paper,4.0,
alias-21383,yes,plastic,23.0,
alias-21383,yes,paper,4.0,
alias-55659,yes,paper,4.0,
alias-55659,yes,plastic,23.0,
alias-63688,yes,paper,9.8,
alias-63688,yes,plastic,6.0,
alias-37965,yes,paper,9.8,
alias-37965,yes,plastic,3.0,
alias-69806,yes,mixed,1.0,
alias-69806,yes,plastic,48.5,
alias-69806,yes,mixed,1.0,
alias-69806,yes,plastic,0.5,
alias-45437,yes,mixed,1.0,
alias-45437,yes,plastic,48.5,
alias-45437,yes,mixed,1.0,
alias-45437,yes,plastic,0.5,
alias-44712,yes,mixed,1.0,
alias-44712,yes,plastic,48.5,
alias-44712,yes,mixed,1.0,
alias-44712,yes,plastic,0.5,
alias-24849,yes,plastic,4.8,
alias-24849,yes,plastic,0.4,
alias-76694,no,(Leer),,
alias-70118,no,(Leer),,
alias-67221,no,(Leer),,
alias-57772,no,(Leer),,
alias-31448,yes,plastic,10.9,
alias-31448,yes,plastic,1.3,
alias-84996,yes,tetrapak,18.2,
alias-55511,yes,plastic,3.3,
alias-93754,yes,plastic,3.3,
alias-74975,yes,plastic,3.3,
alias-15681,yes,plastic,3.0,shrink wrapped
alias-90925,yes,tetrapak,36.4,
alias-67017,yes,mixed,18.0,
alias-57761,yes,mixed,20.0,
alias-80169,yes,mixed,1.81,
alias-92154,yes,plastic,5.41,
alias-25936,yes,plastic,2.35,
alias-30275,yes,plastic,1.75,
alias-10942,yes,plastic,1.75,
alias-45430,yes,plastic,2.35,
alias-67434,yes,plastic,1.75,
alias-34285,yes,plastic,1.75,
alias-31532,yes,plastic,2.35,
alias-15682,yes,plastic,2.35,
alias-34929,yes,plastic,1.75,
alias-53187,yes,plastic,2.35,
alias-20858,yes,plastic,5.41,
alias-33050,yes,plastic,4.77,
alias-90016,yes,plastic,1.75,
alias-77140,yes,plastic,0.85,
alias-12115,yes,plastic,1.75,
alias-48637,no,(Leer),,
alias-24315,yes,tetrapak,17.9,
alias-68705,no,(Leer),,
alias-34565,yes,tetrapak,17.9,
alias-54764,no,(Leer),,
alias-41942,yes,tetrapak,36.4,
alias-14350,yes,tetrapak,18.2,
alias-89801,yes,(Leer),31.0,
alias-25173,yes,plastic,1.0,
alias-79459,yes,plastic,1.0,
alias-11819,yes,plastic,5.7,
alias-11819,yes,plastic,2.7,
alias-35035,yes,paper,2.0,
alias-35035,yes,paper,2.0,
alias-94950,yes,tetrapak,18.2,
alias-35939,yes,tetrapak,18.2,
alias-96704,yes,metal,3.6,
alias-96704,yes,glass,60.0,
alias-84948,yes,paper,0.5,
alias-11869,yes,tetrapak,18.2,
alias-74881,yes,plastic,1.9,
alias-32641,yes,plastic,2.35,
alias-63501,yes,plastic,4.77,
alias-61039,yes,plastic,2.35,
alias-56719,yes,plastic,4.77,
alias-80500,yes,paper,0.5,
alias-15604,yes,plastic,1.75,
alias-60068,yes,tetrapak,18.2,
alias-11533,yes,plastic,5.9,
alias-11533,yes,plastic,0.3,
alias-24661,no,(Leer),,
alias-69448,yes,plastic,2.35,
alias-50795,yes,mixed,10.0,
alias-37474,yes,mixed,10.0,
alias-21111,yes,mixed,10.0,
alias-14336,yes,plastic,2.35,
alias-79679,yes,plastic,4.77,
alias-38733,yes,plastic,2.35,
alias-91373,yes,plastic,2.35,
alias-50422,yes,paper,1.0,
alias-71684,yes,paper,3.55,
alias-53425,yes,paper,1.0,
alias-90515,yes,plastic,3.55,
alias-45949,yes,paper,1.0,
alias-45944,yes,plastic,1.75,
alias-35585,yes,plastic,2.35,
alias-70830,no,(Leer),,
alias-89583,yes,plastic,4.0,
alias-89583,yes,mixed,2.0,
alias-89583,yes,plastic,4.0,
alias-56922,yes,plastic,8.0,
alias-56922,yes,plastic,1.0,
alias-44384,yes,metal,35.4,Can
alias-44384,yes,paper,2.0,label
alias-44990,yes,paper,1.0,
alias-44990,yes,plastic,6.0,
alias-44990,yes,paper,1.0,
alias-44990,yes,plastic,2.0,
alias-28211,no,(Leer),,
alias-62899,yes,plastic,6.0,
alias-62899,yes,plastic,1.0,
alias-62899,yes,plastic,7.0,
alias-24286,yes,plastic,19.0,
alias-24286,yes,plastic,1.0,
alias-52031,yes,mixed,1.0,
alias-52031,yes,plastic,7.8,
alias-52031,yes,mixed,1.0,
alias-45589,yes,mixed,1.0,
alias-45589,yes,plastic,7.8,
alias-45589,yes,mixed,1.0,
alias-51617,yes,mixed,1.0,
alias-51617,yes,plastic,22.0,
alias-51617,yes,mixed,1.0,
alias-93381,yes,mixed,1.0,
alias-93381,yes,plastic,22.0,
alias-93381,yes,mixed,1.0,
alias-96219,yes,mixed,2.0,
alias-96219,yes,plastic,15.8,
alias-96219,yes,mixed,1.0,
alias-50008,yes,mixed,1.0,
alias-50008,yes,plastic,22.0,
alias-50008,yes,mixed,1.0,
alias-57147,yes,plastic,13.0,
alias-57147,yes,plastic,1.0,
alias-48408,yes,plastic,19.0,
alias-48408,yes,plastic,1.0,
alias-52458,yes,paper,1.0,
alias-52458,yes,plastic,10.0,
alias-77489,yes,paper,1.0,
alias-77489,yes,plastic,10.0,
alias-90898,yes,plastic,1.0,
alias-68148,yes,plastic,1.0,
alias-99265,yes,paper,1.0,
alias-99265,yes,plastic,36.0,
alias-99265,yes,plastic,1.8,
alias-69929,yes,plastic,23.0,
alias-69929,yes,paper,1.0,
alias-69929,yes,plastic,4.0,
alias-79634,yes,plastic,17.0,
alias-79634,yes,plastic,1.0,
alias-11806,yes,paper,1.0,
alias-11806,yes,plastic,17.0,
alias-11806,yes,paper,1.0,
alias-11806,yes,plastic,5.0,
alias-14980,yes,plastic,16.0,
alias-14980,yes,mixed,1.0,
alias-43982,yes,plastic,16.0,
alias-43982,yes,mixed,1.0,
alias-19300,yes,plastic,8.0,
alias-19300,yes,plastic,1.0,
alias-90565,yes,plastic,17.0,
alias-90565,yes,plastic,1.0,
alias-22490,yes,plastic,17.0,
alias-22490,yes,paper,1.0,
alias-85495,yes,paper,1.0,
alias-85495,yes,plastic,12.0,
alias-85495,yes,paper,1.0,
alias-45724,yes,paper,1.0,
alias-45724,yes,plastic,12.0,
alias-45724,yes,paper,1.0,
alias-25803,yes,plastic,4.0,
alias-25803,yes,mixed,2.0,
alias-25803,yes,plastic,4.0,
alias-91046,yes,plastic,4.0,
alias-91046,yes,mixed,2.0,
alias-91046,yes,plastic,4.0,
alias-21365,no,(Leer),,
alias-84368,yes,paper,1.0,
alias-84368,yes,plastic,12.0,
alias-84368,yes,paper,1.0,
alias-84368,yes,plastic,4.0,
alias-78256,yes,plastic,17.0,
alias-78256,yes,plastic,1.0,
alias-27528,yes,plastic,17.0,
alias-27528,yes,plastic,1.0,
alias-71550,yes,mixed,1.0,
alias-71550,yes,plastic,7.8,
alias-71550,yes,mixed,1.0,
alias-46436,yes,mixed,1.0,
alias-46436,yes,plastic,7.8,
alias-46436,yes,mixed,1.0,
alias-27416,yes,mixed,1.0,
alias-27416,yes,plastic,7.8,
alias-27416,yes,mixed,1.0,
alias-85755,yes,plastic,17.0,
alias-85755,yes,plastic,1.0,
alias-54322,yes,plastic,7.2,
alias-54322,yes,plastic,3.2,
alias-16640,yes,plastic,7.2,
alias-16640,yes,plastic,3.2,
alias-31554,yes,plastic,7.2,
alias-31554,yes,plastic,3.2,
alias-76572,yes,paper,1.0,
alias-76572,yes,plastic,16.0,
alias-76572,yes,paper,1.0,
alias-37215,yes,mixed,1.0,
alias-37215,yes,plastic,12.0,
alias-37215,yes,paper,1.0,
alias-31923,yes,plastic,17.0,
alias-31923,yes,paper,1.0,
alias-31799,yes,paper,1.2,
alias-31799,yes,plastic,9.0,
alias-31799,yes,paper,1.2,
alias-31799,yes,plastic,3.0,
alias-62634,yes,plastic,17.0,
alias-62634,yes,plastic,1.0,
alias-59338,yes,paper,1.2,
alias-59338,yes,plastic,9.0,
alias-59338,yes,paper,1.2,
alias-59338,yes,plastic,3.0,
alias-43157,yes,paper,1.0,
alias-43157,yes,plastic,16.0,
alias-43157,yes,paper,1.0,
alias-53073,yes,paper,1.2,
alias-53073,yes,plastic,9.0,
alias-53073,yes,paper,1.2,
alias-53073,yes,plastic,3.0,
alias-38903,yes,plastic,17.0,
alias-38903,yes,plastic,1.0,
alias-40844,yes,plastic,10.0,
alias-40844,yes,plastic,4.0,
alias-23543,yes,plastic,17.0,
alias-23543,yes,plastic,1.0,
alias-81910,yes,plastic,10.2,
alias-81910,yes,plastic,4.2,
alias-81039,yes,paper,1.0,
alias-81039,yes,plastic,19.8,
alias-81039,yes,paper,1.0,
alias-81039,yes,plastic,6.6,
alias-83676,yes,paper,1.0,
alias-83676,yes,plastic,19.8,
alias-83676,yes,paper,1.0,
alias-83676,yes,plastic,6.6,
alias-95709,yes,paper,1.0,
alias-95709,yes,plastic,19.8,
alias-95709,yes,paper,1.0,
alias-95709,yes,plastic,6.6,
alias-21241,yes,paper,1.0,
alias-21241,yes,plastic,19.8,
alias-21241,yes,paper,1.0,
alias-21241,yes,plastic,6.6,
alias-35061,yes,mixed,1.0,
alias-35061,yes,plastic,35.0,
alias-35061,yes,mixed,1.0,
alias-35061,yes,plastic,7.0,
alias-98469,yes,mixed,1.0,
alias-98469,yes,plastic,35.0,
alias-98469,yes,mixed,1.0,
alias-98469,yes,plastic,7.0,
alias-24373,no,(Leer),,
alias-31854,yes,paper,1.0,
alias-31854,yes,plastic,19.8,
alias-31854,yes,paper,1.0,
alias-31854,yes,plastic,6.6,
alias-88811,yes,paper,1.0,
alias-88811,yes,plastic,19.8,
alias-88811,yes,paper,1.0,
